MAP INDEX,MUNICIPALITY,BARANGAY,LOT NO. ,SURVEY NO.,TCT NO.,TD NO. ,REGISTERED OWNER,AREA (SQM),AREA (HA),AGREEMENT GROUP,AGREEMENT DOC TYPE,PROPERTY DOCUMENT NO.,AGREEMENT TYPE,AGREEMENT AREA (SQM),AGREEMENT AREA (HA),PRICE/SQM,LAND VALUE,INFUSION STATUS,INFUSED AREA (SQM),INFUSION AREA (HA),INFUSION DATE,INFUSION YEAR,INFUSION REMARKS,INFUSION BATCH,DATE OF TITLE TRANSFER,ACQUISITION GROUP,ACQUISITION CLASS,LAND GROUP,ESTATE LANDS,CLEAN-UP BATCH,CLEAN-UP STATUS,CLEAN-UP TIMELINE,LEGAL REMARKS,TD CLASSIFICATION,DAR STATUS,DATE DAR GRANTED,DAR REFERENCE NO.,CERTIFICATE OF FINALITY,LIAISON REMARKS,CURRENT DOC TYPE,DOCUMENT CONTROL,GIS STATUS,GIS REMARKS,DATE UPDATED,UPDATE LOG,PROJECT,ZONAL VALUE,ZONAL VALUE PRICE/SQM,LAND VALUE PER CONTRACT,CONTRACT PRICE/SQM,PROJECT ALLOCATION,LAND USE CLASSIFICATION,BD INDEX,DOCUMENT LINK,IMAGE LINK
RALI-0068,CARMONA,LANTIC,127,BCS-04-000232 (OLT),057-2012034267,,AKL PROPERTIES INC.,13962,1.3962,GROUP 4,TITLED,T-057-2012034267,ORIGINAL,13962,1.3962,1850,25829700,INFUSED,13962,1.3962,45261,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA W/LBP, AREA 68,838 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-007,13/12/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,23735400,1700,25829700,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/Lot%20127,%20TCT-057-2012034267.pdf?csf=1&web=1&e=2b5kad",
RALI-0069,CARMONA,LANTIC,114,BCS-04-000232 (OLT),057-2012034266,,AKL PROPERTIES INC.,3998,0.3998,GROUP 4,TITLED,T-057-2012034266,ORIGINAL,3998,0.3998,1850,7396300,INFUSED,3998,0.3998,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,40058,04-2009-0130-01-010,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,6796600,1700,7396300,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20114,%20057-2012034266.pdf?csf=1&web=1&e=zDGXz2",
RALI-0070,CARMONA,LANTIC,121,BCS-04-000232 (OLT),057-2012034270,,AKL PROPERTIES INC.,25156,2.5156,GROUP 4,TITLED,T-057-2012034270,ORIGINAL,25156,2.5156,1850,46538600,INFUSED,25156,2.5156,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0119-01-005,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,42765200,1700,46538600,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20121,%20057-2012034270?csf=1&web=1&e=Idxlxo",
RALI-0071,CARMONA,LANTIC,111,BCS-04-000232 (OLT),057-2012034275,,KPPI LAND CORP,6904,0.6904,GROUP 4,TD,T-057-2012034275,ORIGINAL,6904,0.6904,1850,12772400,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,"*With DAR Conversion dated Feb. 9, 2009",AGRICULTURAL,CONVERSION,40058,04-2009-0130-01-010,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,11736800,1700,12772400,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20111,%20057-2012034275.pdf?csf=1&web=1&e=PZMfti",
RALI-0072,CARMONA,LANTIC,120,BCS-04-000232 (OLT),057-2012034268,,AKL PROPERTIES INC.,16700,1.67,GROUP 4,TITLED,T-057-2012034268,ORIGINAL,16700,1.67,1850,30895000,INFUSED,16700,1.67,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0119-01-005,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,28390000,1700,30895000,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/Lot%20120,%20057-2012034268.pdf?csf=1&web=1&e=HqRTGT",
RALI-0073,CARMONA,LANTIC,112,BCS-04-000232 (OLT),057-2012034265,,AKL PROPERTIES INC.,6240,0.624,GROUP 4,TITLED,T-057-2012034265,ORIGINAL,6240,0.624,1850,11544000,INFUSED,6240,0.624,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,40058,04-2009-0130-01-010,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,10608000,1700,11544000,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/Lot%20112,%20057-2012034265.pdf?csf=1&web=1&e=OZNV6n",
RALI-0074,CARMONA,LANTIC,117,BCS-04-000232 (OLT),057-2012034284,,KPPI LAND CORP,9781,0.9781,GROUP 4,TD,T-057-2012034284,ORIGINAL,9781,0.9781,1850,18094850,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 6,RALI-GROUP 4,Within 5 years,"*With DAR Conversion dated Feb. 9, 2009",AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-006,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,16627700,1700,18094850,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/LOT%20117,%20057-2012034284.pdf?csf=1&web=1&e=ZO6uiX",
RALI-0075,CARMONA,LANTIC,102,BCS-04-000232 (OLT),057-2012034283,,AKL PROPERTIES INC.,4565,0.4565,GROUP 4,TITLED,T-057-2012034283,ORIGINAL,4565,0.4565,1850,8445250,INFUSED,4565,0.4565,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,40058,04-2009-0130-01-010,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,7760500,1700,8445250,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/Lot%20102,%20057-2012034283.pdf?csf=1&web=1&e=OQZZoz",
RALI-0076,CARMONA,LANTIC,128,BCS-04-000232 (OLT),057-2013002471,,AKL PROPERTIES INC.,9462,0.9462,GROUP 4,TITLED,T-057-2013002471,ORIGINAL,9462,0.9462,1850,17504700,INFUSED,9462,0.9462,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-007,13/12/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,16085400,1700,17504700,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/Lot%20128,%20057-2013002471.pdf?csf=1&web=1&e=CP55Ki",
RALI-0077,CARMONA,LANTIC,122,BCS-04-000232 (OLT),057-2012034269,,AKL PROPERTIES INC.,28048,2.8048,GROUP 4,TITLED,T-057-2012034269,ORIGINAL,28048,2.8048,1850,51888800,INFUSED,28048,2.8048,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-007,13/12/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,47681600,1700,51888800,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/Lot%20122,%20057-2012034269.pdf?csf=1&web=1&e=yfMK06",
RALI-0078,CARMONA,LANTIC,110,BCS-04-000232 (OLT),057-2012033725,,AKL PROPERTIES INC.,4215,0.4215,GROUP 4,TITLED,T-057-2012033725,ORIGINAL,4215,0.4215,1850,7797750,INFUSED,4215,0.4215,44831,2022,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 241,623 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,40058,04-2009-0130-01-010,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,7165500,1700,7797750,1850,R2B,RESIDENTIAL,No ID/Unmapped,"https://ayalalandsalesinc.sharepoint.com/:f:/r/sites/AKLProperties/Property%20Documents/1.%20ROYAL%20ASIA%20LAND,%20INC/Lot%20110,%20057-2012033725.pdf?csf=1&web=1&e=RD9bf0",
RALI-0080,CARMONA,LANTIC,167,BCS-04-000232 (OLT),057-2012034272,,AKL PROPERTIES INC.,15984,1.5984,GROUP 3,TITLED,T-057-2012034272,ORIGINAL,15984,1.5984,1850,29570400,INFUSED,15984,1.5984,45261,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 3 CARMONA W/LBP, AREA 46,496 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-008,19/07/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,REPLOTTING,,,,27172800,1700,29570400,1850,R4A,RESIDENTIAL,No ID/Unmapped,,
RALI-0081,CARMONA,LANTIC,166,BCS-04-000232 (OLT),057-2012033717,,AKL PROPERTIES INC.,14502,1.4502,GROUP 3,TITLED,T-057-2012033717,ORIGINAL,14502,1.4502,1850,26828700,INFUSED,14502,1.4502,45261,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 3 CARMONA W/LBP, AREA 46,496 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-008,19/07/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,FOR REVIEW OF DOCUMENTS - 2ND PRIO REQUEST RALI,,,,24653400,1700,26828700,1850,R4A,RESIDENTIAL,No ID/Unmapped,,
RALI-0082,CARMONA,LANTIC,158,BCS-04-000232 (OLT),057-2012034282,,AKL PROPERTIES INC.,10031,1.0031,GROUP 3,TITLED,T-057-2012034282,ORIGINAL,10031,1.0031,1850,18557350,INFUSED,10031,1.0031,45261,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 3 CARMONA W/LBP, AREA 46,496 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-008,19/07/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,REPLOTTING,,,,17052700,1700,18557350,1850,R4A,RESIDENTIAL,No ID/Unmapped,,
RALI-0084,CARMONA,LANTIC,1080-A,SWO-40767,T-191235,,VALENTIN MANARIN,23752,2.3752,GROUP 4,TITLED,T-191235,ORIGINAL,23752,2.3752,1850,43941200,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 4,RALI-GROUP 4,Within 5 years,"• Issued DAR Order (Land Use Conversion) dated 16 October 2007;
• With pending legal issue.",AGRICULTURAL,EXEMPTION,,04-2007-0918-01-055,31/12/1899,,TITLED,UPLOADED ON DRIVE,MAPPED,ERROR - TECH DESC,,,,40378400,1700,43941200,1850,R5A,RESIDENTIAL,No ID/Unmapped,,
RALI-0085,CARMONA,LANTIC,1097,AP-20766,057-2013024108,,AKL PROPERTIES INC.,22550,2.255,GROUP 3,TITLED,T-057-2013024108,ORIGINAL,22550,2.255,1850,41717500,INFUSED,22550,2.255,44977,2023,Waiting for the release of BIR Ruling re: zonal valuation should be based on JVA not the current zonal value,"GRP-3 CARMONA, AREA 199,987 SQM",0,AKL,AKL - DOAS,RALI,Included,CAR,AKL-CAR,Within 5 years,Waiting for the release of BIR Ruling re: zonal valuation should be based on JVA not the current zonal value,AGRICULTURAL,EXEMPTION,40970,04-2012-0126-01-004,5/7/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,REPLOTTING,,,,38335000,1700,41717500,1850,R5B,RESIDENTIAL,No ID/Unmapped,,
RALI-0086,CARMONA,LANTIC,1333,AP-04-002488,057-2014009835,,RAMON ARON,76272,7.6272,GROUP 3,TITLED,T-057-2014009835,ORIGINAL,76272,7.6272,1850,141103200,NOT YET INFUSED,0,0,No Date,No Date,No Remarks,0,0,RALI,RALI - FOR INFUSION,RALI,Included,BATCH 1,RALI-GROUP 3,Within 5 years,• For eviction of Informal Settlers,AGRICULTURAL,EXEMPTION,40970,04-2012-0130-01-005,5/7/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,REPLOTTING,,,,129662400,1700,141103200,1850,R2C,RESIDENTIAL,No ID/Unmapped,,
RALI-0088,CARMONA,LANTIC,156,BCS-04-000232(OLT),057-2012034281,,AKL PROPERTIES INC.,12233,1.2233,GROUP 4,TITLED,T-057-2012034281,ORIGINAL,12333,1.2333,1850,22816050,INFUSED,12233,1.2233,45261,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA W/LBP, AREA 68,838 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39935,04-2009-0123-01-008,19/07/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,20796100,1700,22631050,1850,R4C,RESIDENTIAL,No ID/Unmapped,,
RALI-0089,CARMONA,LANTIC,44,BCS-04-000232(OLT),057-2013002469,,AKL PROPERTIES INC.,7038,0.7038,GROUP 4,TITLED,T-057-2013002469,ORIGINAL,7038,0.7038,1850,13020300,INFUSED,7038,0.7038,45639,2024,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP-4 CARMONA, AREA 115,084 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,40058,04-2009-0209-01-011,19/07/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,ERROR - TECH DESC,,,,11964600,1700,13020300,1850,R2C,RESIDENTIAL,No ID/Unmapped,,https://ayalalandsalesinc-my.sharepoint.com/personal/enage_isaac_akl_com_ph/Documents/EVERYTHING%20RELATED%20TO%20ARCGIS%20ONLINE/INFUSION%202024%20PHOTOS/20241022030614.jpg
RALI-0090,CARMONA,LANTIC,1075-N,SWO-40783,057-2013002472,,AKL PROPERTIES INC.,8159,0.8159,GROUP 4,TITLED,T-057-2013002472,ORIGINAL,8159,0.8159,1850,15094150,INFUSED,8159,0.8159,45279,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA W/ANNOTATION, AREA 102,813 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39540,04-2008-0122-01-025,28/06/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,ERROR - TECH DESC,,,,13870300,1700,15094150,1850,R5A,RESIDENTIAL,No ID/Unmapped,,
RALI-0091,CARMONA,LANTIC,1082-C,SWO-40767,057-2013002468,,AKL PROPERTIES INC.,20764,2.0764,GROUP 4,TITLED,T-057-2013002468,ORIGINAL,20764,2.0764,1850,38413400,INFUSED,20764,2.0764,45279,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA W/ANNOTATION, AREA 102,813 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39540,04-2008-0121-01-024,INCORRECT,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,35298800,1700,38413400,1850,R5B,RESIDENTIAL,No ID/Unmapped,,
RALI-0092,CARMONA,LANTIC,1080-C,SWO-40767,057-2012033713,,AKL PROPERTIES INC.,15295,1.5295,GROUP 4,TITLED,T-057-2012033713,ORIGINAL,15295,1.5295,1850,28295750,INFUSED,15295,1.5295,45279,2023,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,"GRP 4 CARMONA W/ANNOTATION, AREA 102,813 SQM",0,AKL,AKL - DOAS,RALI,Included,LBP,AKL-LBP,Within 5 years,1.  With LBP Annotation.  RALI undertakes to cancel the LBP annotation 6months from the date of effectivity of the New Agrarian Emancipation Act - RA 11953.  The IRR has not been released until now.                                                2. Waiting for the release of BIR Ruling re: zonal valuation should be based on zonal value at the time the JVA was executed ,AGRICULTURAL,CONVERSION,39540,04-2008-0123-01-026,19/07/2022,,TITLED,UPLOADED ON DRIVE,MAPPED,PLOTTED TECHNICAL DESCRIPTION,,,,26001500,1700,28295750,1850,R5A,RESIDENTIAL,No ID/Unmapped,,
